index,model,numb_vars,formula,xv,R2,R2_adj,AIC,rmse_kg_mean,rmse_kg_sd,mpe,rmse_pct_mean,rmse_pct_sd,rmse_pct_max,mae_kg_mean,mae_kg_sd,mae_orig_mean,mae_orig_sd,rmse_orig_mean,rmse_orig_sd,rmse_orig_pct_mean,rmse_orig_pct_sd,rmse_kg_low_mean,rmse_pct_low_mean,mpe_low,mae_kg_max,mae_pct_mean,mae_pct_sd,mae_pct_max
745,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + ndti + nir + dfi:ndti + dfi:nir + ndti:nir,simp,0.6158,0.6148,1549.6801,361.2944,74.2151,0.0634,0.4362,0.1501,0.6951,236.8791,42.9789,0.2613,0.0364,0.3391,0.0481,0.0512,0.0088,171.7008,0.3524,0.2428,331.1962,0.2876,0.1012,0.4464
746,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + ndti + swir1 + dfi:ndti + dfi:swir1 + ndti:swir1,simp,0.6506,0.6497,1331.9467,325.2493,74.0248,0.0558,0.3945,0.1436,0.6272,219.19,39.1904,0.2478,0.0336,0.323,0.0475,0.0488,0.0087,180.2197,0.3702,0.2128,300.7879,0.2675,0.0974,0.4281
747,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + ndti + bai_126 + dfi:ndti + dfi:bai_126 + ndti:bai_126,simp,0.6043,0.6033,1617.2334,368.7782,77.495,0.0651,0.4451,0.1538,0.7131,242.6896,45.3869,0.2674,0.0384,0.3446,0.0484,0.052,0.0089,176.9359,0.3632,0.2485,342.0237,0.2947,0.1048,0.4582
748,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + ndti + bai_136 + dfi:ndti + dfi:bai_136 + ndti:bai_136,simp,0.6353,0.6343,1430.2009,341.5947,78.3087,0.0579,0.4144,0.1517,0.6646,231.2034,44.1507,0.258,0.0386,0.3303,0.0483,0.0499,0.0088,181.6791,0.373,0.2257,328.6329,0.2817,0.1027,0.436
749,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + ndti + bai_146 + dfi:ndti + dfi:bai_146 + ndti:bai_146,simp,0.6149,0.6138,1555.1943,354.7439,74.8036,0.0625,0.4283,0.15,0.6924,237.4976,43.1188,0.2643,0.0395,0.3399,0.0476,0.0513,0.0086,180.2544,0.3701,0.2368,341.2871,0.2885,0.1026,0.4492
750,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + ndti + bai_236 + dfi:ndti + dfi:bai_236 + ndti:bai_236,simp,0.6427,0.6417,1383.4268,339.3397,79.5,0.0559,0.4101,0.1465,0.6433,230.3078,43.915,0.2565,0.0398,0.3272,0.0477,0.0494,0.0086,186.9782,0.3841,0.2123,328.927,0.28,0.1002,0.4226
751,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + ndti + bai_246 + dfi:ndti + dfi:bai_246 + ndti:bai_246,simp,0.6181,0.6171,1535.6429,351.5979,74.8655,0.0617,0.4246,0.1495,0.6866,235.9903,42.6234,0.2632,0.0396,0.3383,0.0473,0.051,0.0085,180.8906,0.3714,0.234,339.8489,0.2867,0.1021,0.4466
752,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + ndti + bai_346 + dfi:ndti + dfi:bai_346 + ndti:bai_346,simp,0.6251,0.6241,1493.5624,346.4204,74.5265,0.0602,0.4183,0.1474,0.6755,233.6539,41.541,0.261,0.0384,0.3355,0.0457,0.0506,0.0082,183.8963,0.3775,0.2282,334.9022,0.2838,0.1004,0.4409
753,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + satvi + ndii7 + dfi:satvi + dfi:ndii7 + satvi:ndii7,simp,0.6156,0.6146,1550.5732,351.5668,80.0155,0.0633,0.4244,0.1503,0.6613,239.4269,44.5017,0.2674,0.0415,0.3422,0.0483,0.0516,0.0085,197.8538,0.4065,0.2379,343.1362,0.2902,0.1019,0.4418
754,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + satvi + nir + dfi:satvi + dfi:nir + satvi:nir,simp,0.4674,0.466,2298.2973,413.6566,92.0766,0.0851,0.4924,0.1548,0.7622,285.8758,53.3686,0.3189,0.0393,0.4032,0.0447,0.0607,0.0077,249.2405,0.5107,0.3677,381.9441,0.3406,0.1002,0.4801
755,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + satvi + swir1 + dfi:satvi + dfi:swir1 + satvi:swir1,simp,0.6085,0.6074,1592.9547,345.4259,76.6947,0.0617,0.4167,0.1454,0.6863,238.689,40.2658,0.2701,0.0272,0.3433,0.0411,0.0518,0.0078,202.4313,0.4151,0.262,300.488,0.2889,0.0974,0.4742
756,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + satvi + swir2 + dfi:satvi + dfi:swir2 + satvi:swir2,simp,0.6481,0.6472,1348.2384,323.0227,76.8544,0.0546,0.3907,0.1416,0.6507,221.232,38.6006,0.252,0.0286,0.325,0.0413,0.0491,0.0078,184.8183,0.379,0.2259,283.6855,0.2693,0.0957,0.4502
757,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + satvi + bai_126 + dfi:satvi + dfi:bai_126 + satvi:bai_126,simp,0.5272,0.526,2025.0346,391.104,89.9679,0.0754,0.4713,0.1664,0.7359,267.3974,53.8059,0.2973,0.0495,0.3773,0.0559,0.0569,0.0098,221.1205,0.4538,0.3079,384.7247,0.3232,0.1136,0.5012
758,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + satvi + bai_146 + dfi:satvi + dfi:bai_146 + satvi:bai_146,simp,0.5575,0.5564,1873.199,380.0845,86.3873,0.0721,0.4568,0.1569,0.7095,260.4094,48.9798,0.2891,0.0438,0.3674,0.0489,0.0554,0.0086,217.2779,0.446,0.2826,371.3844,0.3141,0.1064,0.4702
759,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + satvi + bai_246 + dfi:satvi + dfi:bai_246 + satvi:bai_246,simp,0.5627,0.5615,1846.3941,377.8056,86.413,0.0705,0.4538,0.1554,0.704,258.8003,48.817,0.2872,0.0429,0.3649,0.0478,0.055,0.0085,215.9264,0.4432,0.2778,368.5047,0.3121,0.1054,0.4634
760,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + satvi + bai_346 + dfi:satvi + dfi:bai_346 + satvi:bai_346,simp,0.5795,0.5784,1756.7365,370.0195,86.0433,0.0673,0.445,0.1546,0.6924,253.0661,48.0618,0.2812,0.043,0.3575,0.0482,0.0539,0.0085,211.0981,0.4334,0.2643,361.9337,0.3056,0.1047,0.4586
761,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + ndii7 + nir + dfi:ndii7 + dfi:nir + ndii7:nir,simp,0.6429,0.642,1381.6441,327.0736,61.0625,0.0575,0.3962,0.138,0.6662,222.2942,33.9474,0.2516,0.0266,0.3273,0.0418,0.0494,0.0079,174.29,0.3578,0.2284,281.2561,0.2703,0.0944,0.4558
762,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + ndii7 + swir1 + dfi:ndii7 + dfi:swir1 + ndii7:swir1,simp,0.6149,0.6139,1555.0364,330.8444,68.1024,0.0629,0.4008,0.1417,0.6637,227.8962,35.2436,0.2621,0.0274,0.341,0.0456,0.0514,0.0083,194.68,0.4004,0.2498,293.6681,0.2773,0.0981,0.475
763,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + ndii7 + swir2 + dfi:ndii7 + dfi:swir2 + ndii7:swir2,simp,0.6471,0.6462,1354.7345,319.3482,71.8377,0.0564,0.3864,0.1378,0.6341,218.9328,35.4904,0.2511,0.0277,0.3263,0.0421,0.0492,0.0078,185.0094,0.38,0.22,276.6129,0.2666,0.0945,0.446
764,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + ndii7 + bai_126 + dfi:ndii7 + dfi:bai_126 + ndii7:bai_126,simp,0.6275,0.6265,1478.6963,340.3994,73.274,0.059,0.4119,0.1462,0.6916,233.6036,40.8407,0.2617,0.0276,0.3355,0.0381,0.0506,0.0075,187.1833,0.384,0.233,303.8563,0.2844,0.1023,0.4812
765,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + ndii7 + bai_136 + dfi:ndii7 + dfi:bai_136 + ndii7:bai_136,simp,0.6523,0.6514,1320.9644,329.4294,73.7521,0.0555,0.4003,0.1484,0.6576,224.9367,39.5291,0.2536,0.0354,0.3236,0.0451,0.0488,0.0083,182.1944,0.3743,0.211,315.3465,0.2748,0.1014,0.443
766,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + ndii7 + bai_236 + dfi:ndii7 + dfi:bai_236 + ndii7:bai_236,simp,0.6309,0.6299,1457.7674,340.7536,76.3461,0.0591,0.413,0.1515,0.6661,232.6185,40.1483,0.2619,0.0415,0.3337,0.0509,0.0503,0.009,192.5598,0.3959,0.2215,330.0951,0.2831,0.1026,0.4396
767,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + nir + swir1 + dfi:nir + dfi:swir1 + nir:swir1,simp,0.5901,0.5891,1697.8284,340.8739,69.4023,0.0702,0.4127,0.1446,0.6794,235.5728,36.2051,0.272,0.026,0.3541,0.0468,0.0534,0.0084,208.1697,0.4283,0.2803,309.772,0.2859,0.0993,0.4941
768,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + nir + swir2 + dfi:nir + dfi:swir2 + nir:swir2,simp,0.6446,0.6437,1370.6992,321.6934,67.5001,0.059,0.3895,0.1382,0.6477,221.1459,32.5351,0.2537,0.0268,0.3292,0.0421,0.0497,0.0078,182.2972,0.3744,0.2263,275.899,0.2691,0.0944,0.454
769,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + nir + bai_136 + dfi:nir + dfi:bai_136 + nir:bai_136,simp,0.4806,0.4793,2240.4991,402.5002,88.411,0.0827,0.4804,0.1541,0.7595,279.9459,49.7237,0.3142,0.0359,0.3977,0.0419,0.0599,0.0075,236.9909,0.4859,0.3537,373.0471,0.3346,0.1005,0.4906
770,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + nir + bai_146 + dfi:nir + dfi:bai_146 + nir:bai_146,simp,0.6607,0.6598,1264.6361,317.9059,69.5055,0.0535,0.3843,0.1344,0.616,215.3102,35.8118,0.2441,0.0292,0.3187,0.0432,0.0481,0.008,177.2961,0.364,0.2101,274.5118,0.2619,0.0914,0.4223
771,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + nir + bai_236 + dfi:nir + dfi:bai_236 + nir:bai_236,simp,0.5844,0.5833,1729.8105,362.7197,77.212,0.0668,0.437,0.1511,0.7116,251.3171,41.9542,0.2821,0.0357,0.3559,0.0425,0.0537,0.0079,207.2747,0.4252,0.2673,344.8302,0.3036,0.1014,0.473
772,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + nir + bai_246 + dfi:nir + dfi:bai_246 + nir:bai_246,simp,0.6637,0.6628,1244.6208,318.668,71.0825,0.0527,0.385,0.1346,0.6136,215.671,37.1686,0.2436,0.0296,0.3175,0.042,0.0479,0.0078,178.9009,0.3672,0.2065,279.4998,0.2623,0.0918,0.4189
773,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + nir + bai_346 + dfi:nir + dfi:bai_346 + nir:bai_346,simp,0.6827,0.6818,1111.2331,314.9324,72.9286,0.0497,0.3814,0.1378,0.6117,211.7478,38.0627,0.2374,0.0331,0.3083,0.0435,0.0465,0.008,175.3327,0.3598,0.1898,288.8784,0.2584,0.0937,0.4116
774,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + swir1 + bai_126 + dfi:swir1 + dfi:bai_126 + swir1:bai_126,simp,0.5791,0.578,1758.8367,341.6007,69.9845,0.0704,0.413,0.143,0.6794,236.6668,38.3433,0.2737,0.0265,0.3567,0.0459,0.0538,0.0085,207.403,0.4264,0.2935,316.824,0.2871,0.0999,0.4963
775,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + swir1 + bai_136 + dfi:swir1 + dfi:bai_136 + swir1:bai_136,simp,0.5793,0.5782,1757.6697,349.0933,74.3216,0.0673,0.422,0.1482,0.7176,243.9647,40.1296,0.279,0.0258,0.3552,0.0421,0.0536,0.0082,213.1083,0.4371,0.2939,315.3974,0.296,0.1028,0.5111
776,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + swir1 + bai_146 + dfi:swir1 + dfi:bai_146 + swir1:bai_146,simp,0.615,0.614,1554.4153,331.9929,69.0077,0.0631,0.402,0.1412,0.6575,228.2194,35.3611,0.262,0.0272,0.3411,0.0461,0.0515,0.0084,196.476,0.4042,0.2498,295.2136,0.2775,0.0975,0.4729
777,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + swir1 + bai_236 + dfi:swir1 + dfi:bai_236 + swir1:bai_236,simp,0.6403,0.6393,1398.6194,330.5,70.0718,0.0562,0.4004,0.1429,0.6617,226.3806,36.6361,0.2566,0.0307,0.3289,0.0416,0.0497,0.0079,189.1419,0.3881,0.2296,292.3964,0.2753,0.0959,0.4451
778,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + swir1 + bai_246 + dfi:swir1 + dfi:bai_246 + swir1:bai_246,simp,0.621,0.62,1518.3279,330.5449,69.767,0.0615,0.4003,0.141,0.6529,226.8894,35.6941,0.2598,0.0274,0.3381,0.0457,0.051,0.0084,194.9955,0.4011,0.2428,292.7721,0.276,0.0972,0.4679
779,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + swir1 + bai_346 + dfi:swir1 + dfi:bai_346 + swir1:bai_346,simp,0.6427,0.6417,1383.3154,323.4306,69.8972,0.0574,0.3922,0.1405,0.6341,221.0359,35.4357,0.2521,0.0296,0.3278,0.0469,0.0495,0.0085,189.177,0.3892,0.2222,280.2704,0.2693,0.0962,0.4498
780,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + swir2 + bai_126 + dfi:swir2 + dfi:bai_126 + swir2:bai_126,simp,0.6413,0.6403,1392.3562,320.7747,69.9361,0.0584,0.3888,0.1406,0.6555,220.4714,34.5939,0.2533,0.027,0.3291,0.0428,0.0497,0.008,183.0691,0.3759,0.2309,274.8346,0.2688,0.0968,0.463
781,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + swir2 + bai_136 + dfi:swir2 + dfi:bai_136 + swir2:bai_136,simp,0.6434,0.6424,1378.9062,322.0846,71.6703,0.0559,0.3898,0.1403,0.6652,221.1581,36.2653,0.2528,0.0271,0.3268,0.0403,0.0493,0.0077,183.9583,0.3773,0.2309,275.4925,0.2695,0.0966,0.4636
782,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + swir2 + bai_146 + dfi:swir2 + dfi:bai_146 + swir2:bai_146,simp,0.6501,0.6492,1335.138,319.3698,71.6955,0.056,0.3862,0.1373,0.633,218.6548,34.9891,0.2504,0.0277,0.3251,0.0419,0.0491,0.0078,185.1233,0.3802,0.2168,277.2956,0.2661,0.0937,0.4419
783,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + swir2 + bai_236 + dfi:swir2 + dfi:bai_236 + swir2:bai_236,simp,0.6592,0.6583,1275.0103,319.9721,72.7906,0.0528,0.3872,0.1391,0.6365,217.8951,36.6456,0.2477,0.0307,0.3199,0.0411,0.0483,0.0078,181.9009,0.3731,0.2118,286.0351,0.2655,0.0944,0.4335
784,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + swir2 + bai_246 + dfi:swir2 + dfi:bai_246 + swir2:bai_246,simp,0.652,0.6511,1322.7668,319.1988,72.2965,0.0553,0.3859,0.1371,0.6297,218.284,35.4303,0.2495,0.028,0.324,0.0418,0.0489,0.0078,185.1992,0.3804,0.2142,277.9878,0.2656,0.0936,0.4394
785,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + swir2 + bai_346 + dfi:swir2 + dfi:bai_346 + swir2:bai_346,simp,0.6601,0.6593,1268.457,317.5526,72.6245,0.0537,0.3842,0.1372,0.6223,216.4516,35.7514,0.2464,0.0296,0.3199,0.0426,0.0483,0.0079,183.6062,0.3772,0.2058,279.4064,0.2637,0.0939,0.4331
786,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + bai_126 + bai_136 + dfi:bai_126 + dfi:bai_136 + bai_126:bai_136,simp,0.603,0.602,1624.71,353.7537,79.2714,0.0651,0.4292,0.1591,0.7044,243.1702,43.8366,0.2737,0.0422,0.3469,0.0503,0.0524,0.0091,198.8249,0.4083,0.2529,344.7992,0.2961,0.1086,0.4689
787,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + bai_126 + bai_236 + dfi:bai_126 + dfi:bai_236 + bai_126:bai_236,simp,0.5939,0.5928,1676.8052,358.0673,80.5219,0.0656,0.4342,0.1605,0.708,245.8699,44.3198,0.2767,0.0423,0.3508,0.0503,0.0529,0.0091,201.4923,0.4139,0.2573,347.9479,0.299,0.1086,0.4666
788,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + bai_126 + bai_246 + dfi:bai_126 + dfi:bai_246 + bai_126:bai_246,simp,0.552,0.5508,1901.7275,380.0593,86.675,0.071,0.4541,0.1468,0.7109,261.6994,49.448,0.2901,0.0297,0.3701,0.0361,0.0558,0.0067,217.5742,0.4462,0.2846,338.214,0.314,0.0993,0.4711
789,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + bai_126 + bai_346 + dfi:bai_126 + dfi:bai_346 + bai_126:bai_346,simp,0.603,0.602,1624.7066,358.1966,83.2737,0.0627,0.4298,0.1448,0.6713,245.5631,45.6398,0.2729,0.0331,0.3476,0.0394,0.0524,0.0073,205.3523,0.4213,0.2469,334.1137,0.2961,0.0976,0.4386
790,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + bai_136 + bai_146 + dfi:bai_136 + dfi:bai_146 + bai_136:bai_146,simp,0.6214,0.6204,1515.8371,348.8924,78.8165,0.0609,0.4217,0.1512,0.6779,238.8213,42.5576,0.2668,0.0384,0.3388,0.0458,0.0511,0.0083,197.2495,0.405,0.233,338.1485,0.29,0.1025,0.4451
791,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + bai_136 + bai_246 + dfi:bai_136 + dfi:bai_246 + bai_136:bai_246,simp,0.6221,0.6211,1511.4666,348.6662,79.2567,0.0601,0.4211,0.15,0.6741,238.6403,42.9978,0.2662,0.0377,0.3381,0.0449,0.051,0.0082,197.099,0.4047,0.2317,337.2808,0.2896,0.1019,0.4427
792,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + bai_136 + bai_346 + dfi:bai_136 + dfi:bai_346 + bai_136:bai_346,simp,0.6296,0.6286,1465.6929,345.5701,79.8875,0.0584,0.4174,0.1497,0.6691,236.1696,42.842,0.2634,0.0383,0.3345,0.0453,0.0505,0.0082,195.212,0.4008,0.2256,334.9114,0.2867,0.1012,0.4381
793,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + bai_146 + bai_236 + dfi:bai_146 + dfi:bai_236 + bai_146:bai_236,simp,0.6112,0.6102,1576.7518,352.7779,78.415,0.0621,0.4267,0.1541,0.6927,240.9755,41.5921,0.2701,0.042,0.3431,0.0494,0.0518,0.0088,199.1714,0.4092,0.2372,342.3925,0.2927,0.1044,0.4561
794,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + bai_236 + bai_246 + dfi:bai_236 + dfi:bai_246 + bai_236:bai_246,simp,0.6149,0.6139,1554.7493,351.5756,78.7695,0.0611,0.4251,0.1533,0.6884,240.0008,41.7636,0.2686,0.0416,0.3411,0.0489,0.0515,0.0087,198.4674,0.4078,0.2336,341.5968,0.2915,0.1038,0.4527
795,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + bai_236 + bai_346 + dfi:bai_236 + dfi:bai_346 + bai_236:bai_346,simp,0.6204,0.6194,1521.8806,349.7084,79.6856,0.0597,0.4227,0.1528,0.6832,238.2534,41.9725,0.2663,0.0414,0.3384,0.0486,0.051,0.0087,197.1849,0.4051,0.2291,339.2724,0.2894,0.1032,0.4478
796,Spatial,3,np.log(Biomass_kg_ha) ~ ndvi + ndti + satvi + ndvi:ndti + ndvi:satvi + ndti:satvi,simp,0.6447,0.6438,1370.166,336.5327,80.1658,0.0562,0.4069,0.1467,0.6364,228.853,43.8493,0.2559,0.0385,0.3272,0.0466,0.0494,0.0084,188.8192,0.3881,0.2187,322.3606,0.2779,0.0986,0.4153
797,Spatial,3,np.log(Biomass_kg_ha) ~ ndvi + ndti + nir + ndvi:ndti + ndvi:nir + ndti:nir,simp,0.6623,0.6614,1253.9936,329.4158,76.5731,0.0532,0.3982,0.1426,0.6369,222.2688,40.541,0.2473,0.0356,0.3179,0.0447,0.048,0.0082,182.5152,0.3746,0.2018,311.5011,0.2708,0.0976,0.4274
798,Spatial,3,np.log(Biomass_kg_ha) ~ ndvi + ndti + swir1 + ndvi:ndti + ndvi:swir1 + ndti:swir1,simp,0.6859,0.6851,1087.5089,310.7458,67.3439,0.0496,0.3753,0.1283,0.5892,208.3944,32.528,0.2355,0.0283,0.3074,0.0422,0.0464,0.0078,176.5827,0.3629,0.1877,265.1973,0.2537,0.0881,0.4103
799,Spatial,3,np.log(Biomass_kg_ha) ~ ndvi + ndti + bai_126 + ndvi:ndti + ndvi:bai_126 + ndti:bai_126,simp,0.644,0.643,1375.1709,337.5688,79.1053,0.0567,0.4081,0.1466,0.6457,229.2758,43.4252,0.2553,0.0375,0.3269,0.0458,0.0493,0.0084,188.4032,0.3869,0.2156,323.4952,0.2787,0.0996,0.4231
800,Spatial,3,np.log(Biomass_kg_ha) ~ ndvi + ndti + bai_136 + ndvi:ndti + ndvi:bai_136 + ndti:bai_136,simp,0.6461,0.6452,1361.1191,337.4248,79.5903,0.0558,0.4077,0.1463,0.643,228.9328,43.4983,0.255,0.0382,0.3258,0.0461,0.0492,0.0084,187.9143,0.3858,0.2126,325.1123,0.2783,0.0994,0.4214
801,Spatial,3,np.log(Biomass_kg_ha) ~ ndvi + satvi + nir + ndvi:satvi + ndvi:nir + satvi:nir,simp,0.4995,0.4981,2155.9259,376.0464,88.6971,0.0787,0.4526,0.1576,0.7521,259.9905,56.4356,0.2977,0.0375,0.3874,0.0546,0.0585,0.0096,218.7512,0.4491,0.3645,370.4111,0.3145,0.1135,0.5549
802,Spatial,3,np.log(Biomass_kg_ha) ~ ndvi + satvi + swir1 + ndvi:satvi + ndvi:swir1 + satvi:swir1,simp,0.5509,0.5498,1907.1479,358.6901,91.1945,0.0713,0.4321,0.1522,0.6861,249.4164,54.2348,0.2839,0.0349,0.3673,0.052,0.0554,0.0092,216.8523,0.4454,0.3151,350.0367,0.3021,0.108,0.5122
803,Spatial,3,np.log(Biomass_kg_ha) ~ ndvi + satvi + swir2 + ndvi:satvi + ndvi:swir2 + satvi:swir2,simp,0.638,0.637,1413.4889,327.9078,84.0482,0.0563,0.3947,0.1394,0.6279,225.5585,45.4692,0.2548,0.0297,0.3299,0.0444,0.0498,0.0081,194.5949,0.3994,0.235,302.2364,0.2735,0.0967,0.4551
804,Spatial,3,np.log(Biomass_kg_ha) ~ ndvi + satvi + bai_126 + ndvi:satvi + ndvi:bai_126 + satvi:bai_126,simp,0.3246,0.3228,2842.7208,447.4963,102.9929,0.1145,0.5302,0.1603,0.7888,315.7575,57.9249,0.3605,0.0353,0.4583,0.0489,0.069,0.0081,274.1846,0.5633,0.4974,427.1103,0.3755,0.1085,0.5552
805,Spatial,3,np.log(Biomass_kg_ha) ~ ndvi + nir + swir1 + ndvi:nir + ndvi:swir1 + nir:swir1,simp,0.5552,0.5541,1885.097,355.2035,85.398,0.0731,0.4285,0.1513,0.702,245.8836,52.4916,0.2804,0.0341,0.3658,0.0502,0.0552,0.009,218.9927,0.45,0.3131,344.9048,0.2976,0.1066,0.5146
806,Spatial,3,np.log(Biomass_kg_ha) ~ ndvi + nir + swir2 + ndvi:nir + ndvi:swir2 + nir:swir2,simp,0.6454,0.6445,1365.6875,323.4303,76.1882,0.0572,0.3901,0.1377,0.6432,222.6783,39.2821,0.2528,0.0281,0.3274,0.0419,0.0494,0.0077,192.8227,0.3959,0.2261,288.9835,0.2707,0.0968,0.466
807,Spatial,3,np.log(Biomass_kg_ha) ~ ndvi + nir + bai_136 + ndvi:nir + ndvi:bai_136 + nir:bai_136,simp,0.591,0.59,1692.6906,357.4977,74.4163,0.0648,0.4284,0.1374,0.6716,243.4658,46.3725,0.2694,0.0312,0.3499,0.0476,0.0528,0.0085,190.8363,0.392,0.275,327.4939,0.2934,0.0974,0.4776
808,Spatial,3,np.log(Biomass_kg_ha) ~ ndvi + swir1 + bai_126 + ndvi:swir1 + ndvi:bai_126 + swir1:bai_126,simp,0.5701,0.569,1807.1181,345.2754,82.5149,0.0709,0.4158,0.1439,0.6742,239.7657,49.3263,0.2752,0.031,0.3595,0.0489,0.0542,0.0088,217.9735,0.4481,0.3018,340.9332,0.2898,0.1015,0.5
809,Spatial,3,np.log(Biomass_kg_ha) ~ ndvi + swir1 + bai_136 + ndvi:swir1 + ndvi:bai_136 + swir1:bai_136,simp,0.5524,0.5513,1899.478,355.3545,84.3119,0.0733,0.427,0.1452,0.6861,248.3902,51.5852,0.2842,0.0315,0.3681,0.046,0.0555,0.0084,221.4848,0.4551,0.3122,352.8683,0.3003,0.1058,0.5166
810,Spatial,3,np.log(Biomass_kg_ha) ~ ndvi + swir2 + bai_126 + ndvi:swir2 + ndvi:bai_126 + swir2:bai_126,simp,0.6469,0.646,1356.0407,321.0781,77.6892,0.0559,0.3871,0.1368,0.6349,221.4814,40.1314,0.2517,0.0283,0.3255,0.0429,0.0491,0.0079,192.4665,0.3952,0.2252,291.1085,0.2693,0.0962,0.4606
811,Spatial,3,np.log(Biomass_kg_ha) ~ ndvi + swir2 + bai_136 + ndvi:swir2 + ndvi:bai_136 + swir2:bai_136,simp,0.6358,0.6349,1426.9435,327.5082,79.864,0.0574,0.3939,0.1366,0.6332,225.7748,42.2305,0.2561,0.0273,0.3313,0.0407,0.05,0.0076,197.2691,0.405,0.2327,299.9956,0.2737,0.0957,0.4578
812,Spatial,3,np.log(Biomass_kg_ha) ~ ndvi + bai_126 + bai_136 + ndvi:bai_126 + ndvi:bai_136 + bai_126:bai_136,simp,0.2846,0.2828,2974.3833,446.7509,107.3967,0.1238,0.5269,0.1581,0.8008,320.7906,65.4629,0.3728,0.037,0.4733,0.0486,0.0712,0.0076,272.392,0.5593,0.5403,446.3499,0.3805,0.1134,0.6009
813,Spatial,3,np.log(Biomass_kg_ha) ~ ndti + satvi + ndii7 + ndti:satvi + ndti:ndii7 + satvi:ndii7,simp,0.6404,0.6394,1398.111,338.5604,79.217,0.0599,0.4088,0.1453,0.6455,231.3115,42.2888,0.2598,0.0365,0.3316,0.0441,0.05,0.008,193.9901,0.3986,0.2272,318.0239,0.2807,0.0984,0.4218
814,Spatial,3,np.log(Biomass_kg_ha) ~ ndti + satvi + nir + ndti:satvi + ndti:nir + satvi:nir,simp,0.6664,0.6655,1226.0143,321.209,75.9936,0.0533,0.389,0.1417,0.6383,217.2397,38.1542,0.2464,0.0346,0.3167,0.0428,0.0478,0.0079,176.9448,0.3632,0.2091,295.5126,0.2649,0.0951,0.418
815,Spatial,3,np.log(Biomass_kg_ha) ~ ndti + satvi + swir1 + ndti:satvi + ndti:swir1 + satvi:swir1,simp,0.6754,0.6745,1163.4385,326.6343,69.216,0.0511,0.396,0.1412,0.6557,220.1493,37.5798,0.2441,0.028,0.3135,0.0418,0.0473,0.0079,179.87,0.3697,0.2022,280.2168,0.2683,0.0962,0.4461
816,Spatial,3,np.log(Biomass_kg_ha) ~ ndti + satvi + bai_126 + ndti:satvi + ndti:bai_126 + satvi:bai_126,simp,0.653,0.6521,1316.2323,328.8288,79.1716,0.0559,0.3975,0.1429,0.6393,224.5334,41.1523,0.2535,0.0335,0.3245,0.0417,0.049,0.0078,187.6884,0.3853,0.2184,303.3475,0.2731,0.0966,0.4253
